,type,typicality_score,dir,top5_labels,label,7_score
57,Banana,49.1,Image/All_Cropped\Banana\3.jpg,"{'banana': 0.4913323223590851, 'coil': 0.10712148994207382, 'hook': 0.06441356241703033, ""yellow lady's slipper"": 0.05049994960427284, 'lemon': 0.03677365556359291}",banana,3.4
58,Banana,24.1,Image/All_Cropped\Banana\4.jpg,"{'banana': 0.24134351313114166, 'bell pepper': 0.13936474919319153, 'teapot': 0.04862825945019722, 'mortar': 0.032229192554950714, ""yellow lady's slipper"": 0.026924198493361473}",banana,1.7
59,Banana,92.8,Image/All_Cropped\Banana\5.jpg,"{'banana': 0.9275352954864502, 'artichoke': 0.01172531209886074, 'mortar': 0.006778703071177006, 'teapot': 0.004174163565039635, 'cup': 0.004133578855544329}",banana,6.5
60,Banana,45.8,Image/All_Cropped\Banana\6.jpg,"{'banana': 0.45775502920150757, 'zucchini': 0.07983088493347168, ""yellow lady's slipper"": 0.06121499836444855, 'acorn squash': 0.04575782269239426, 'spaghetti squash': 0.03670429810881615}",banana,3.2
61,Banana,100.0,Image/All_Cropped\Banana\7.jpg,"{'banana': 0.9999611377716064, 'ear': 1.804486964829266e-05, 'grocery store': 6.511994797619991e-06, 'zucchini': 2.8314545943430858e-06, 'shoe shop': 2.224111312898458e-06}",banana,7.0
62,Banana,97.1,Image/All_Cropped\Banana\8.jpg,"{'banana': 0.9707083106040955, 'spaghetti squash': 0.01848538964986801, 'clog': 0.00758160836994648, 'Loafer': 0.0004174878413323313, 'butternut squash': 0.00033548809005878866}",banana,6.8
63,Banana,56.7,Image/All_Cropped\Banana\9.jpg,"{'banana': 0.5673401951789856, 'nipple': 0.05916549637913704, 'spaghetti squash': 0.037523239850997925, 'hook': 0.03307745233178139, 'mortar': 0.020987775176763535}",banana,4.0
64,Car,73.4,Image/All_Cropped\Car\1.jpg,"{'beach wagon': 0.7342456579208374, 'limousine': 0.1008165255188942, 'pickup': 0.03282492607831955, 'minivan': 0.027876809239387512, 'jeep': 0.014060424640774727}",beach wagon,5.1
65,Car,85.4,Image/All_Cropped\Car\10.jpg,"{'convertible': 0.8537530899047852, 'sports car': 0.08418408781290054, 'beach wagon': 0.019894037395715714, 'car wheel': 0.010069065727293491, 'minivan': 0.009106451645493507}",convertible,6.0
66,Car,35.1,Image/All_Cropped\Car\11.jpg,"{'convertible': 0.3508429229259491, 'sports car': 0.3144006133079529, 'beach wagon': 0.071993887424469, 'limousine': 0.049187466502189636, 'car wheel': 0.03951694816350937}",convertible,2.5
67,Car,21.5,Image/All_Cropped\Car\12.jpg,"{'minivan': 0.21488924324512482, 'beach wagon': 0.15136009454727173, 'car wheel': 0.11614681035280228, 'pickup': 0.11497652530670166, 'sports car': 0.10301927477121353}",minivan,1.5
68,Car,23.0,Image/All_Cropped\Car\13.jpg,"{'sports car': 0.22963279485702515, 'warplane': 0.09869397431612015, 'ladle': 0.07169628888368607, 'can opener': 0.06991405785083771, 'convertible': 0.06545351445674896}",sports car,1.6
69,Car,21.6,Image/All_Cropped\Car\14.jpg,"{'cab': 0.21593092381954193, 'beach wagon': 0.20672392845153809, 'minivan': 0.1009182557463646, 'pickup': 0.09431056678295135, 'minibus': 0.06026452034711838}",cab,1.5
70,Car,76.3,Image/All_Cropped\Car\15.jpg,"{'sports car': 0.7632603645324707, 'racer': 0.19488146901130676, 'convertible': 0.016215462237596512, 'car wheel': 0.011605312116444111, 'limousine': 0.009312537498772144}",sports car,5.3
71,Car,45.3,Image/All_Cropped\Car\16.jpg,"{'sports car': 0.45307424664497375, 'limousine': 0.15612006187438965, 'mountain tent': 0.06961251050233841, 'bullet train': 0.055794890969991684, 'convertible': 0.05243319645524025}",sports car,3.2
72,Car,52.1,Image/All_Cropped\Car\2.jpg,"{'sports car': 0.5208597779273987, 'racer': 0.13564342260360718, 'beach wagon': 0.1127714142203331, 'minivan': 0.05463602393865585, 'convertible': 0.05012841895222664}",sports car,3.6
