,type,typicality_score,dir,top5_labels,label,7_score
24,Beach,17.1,Image/All_Cropped\Beach\2.jpg,"{'canoe': 0.1708550751209259, 'pot': 0.09702403098344803, 'patio': 0.08754827082157135, 'boathouse': 0.07151832431554794, 'lakeside': 0.050732970237731934}",canoe,1.2
25,Beach,76.7,Image/All_Cropped\Beach\3.jpg,"{'seashore': 0.7671661972999573, 'sandbar': 0.08558385819196701, 'lakeside': 0.039848994463682175, 'promontory': 0.029833365231752396, 'breakwater': 0.013397018425166607}",seashore,5.4
26,Beach,75.1,Image/All_Cropped\Beach\4.jpg,"{'seashore': 0.7507662773132324, 'drilling platform': 0.022779062390327454, 'beacon': 0.021600807085633278, 'promontory': 0.020884592086076736, 'lakeside': 0.018958382308483124}",seashore,5.3
27,Beach,78.9,Image/All_Cropped\Beach\5.jpg,"{'seashore': 0.7891402840614319, 'promontory': 0.11523888260126114, 'lakeside': 0.016650907695293427, 'aircraft carrier': 0.013509568758308887, 'dock': 0.008621709421277046}",seashore,5.5
28,Beach,26.2,Image/All_Cropped\Beach\6.jpg,"{'seashore': 0.26236480474472046, 'lakeside': 0.06633519381284714, 'park bench': 0.05040417239069939, 'dock': 0.04679777845740318, 'pier': 0.04568519815802574}",seashore,1.8
29,Beach,47.1,Image/All_Cropped\Beach\7.jpg,"{'seashore': 0.47096365690231323, 'sandbar': 0.3276040852069855, 'lakeside': 0.04690580070018768, 'maze': 0.015199725516140461, 'patio': 0.01342310942709446}",seashore,3.3
30,Beach,30.9,Image/All_Cropped\Beach\8.jpg,"{'seashore': 0.30926573276519775, 'sandbar': 0.2642423212528229, 'breakwater': 0.19439277052879333, 'pier': 0.06297097355127335, 'dam': 0.05853597819805145}",seashore,2.2
31,Beach,27.1,Image/All_Cropped\Beach\9.jpg,"{'steel arch bridge': 0.27061590552330017, 'seashore': 0.21701839566230774, 'fountain': 0.14789830148220062, 'thatch': 0.07504942268133163, 'suspension bridge': 0.05340484902262688}",steel arch bridge,1.9
32,Mug,94.9,Image/All_Cropped\Mug\1.jpg,"{'pill bottle': 0.9487829804420471, 'coffee mug': 0.029348665848374367, 'sunscreen': 0.010584307834506035, 'lotion': 0.0032093378249555826, 'water jug': 0.0009548569796606898}",pill bottle,6.6
33,Mug,38.0,Image/All_Cropped\Mug\10.jpg,"{'cup': 0.38005122542381287, 'coffeepot': 0.19752557575702667, 'toilet seat': 0.06535137444734573, 'pitcher': 0.04920308291912079, 'teapot': 0.04678560793399811}",cup,2.7
34,Mug,11.6,Image/All_Cropped\Mug\11.jpg,"{'coffeepot': 0.11634285002946854, 'pitcher': 0.08142498880624771, 'water jug': 0.06882388889789581, 'teapot': 0.05809932202100754, 'coffee mug': 0.05793447047472}",coffeepot,0.8
35,Mug,18.1,Image/All_Cropped\Mug\12.jpg,"{'cup': 0.18105363845825195, 'candle': 0.15257997810840607, 'saltshaker': 0.07114960253238678, 'coffeepot': 0.06865319609642029, 'beaker': 0.06756626814603806}",cup,1.3
36,Mug,32.6,Image/All_Cropped\Mug\13.jpg,"{'cup': 0.325738787651062, 'espresso': 0.14781203866004944, 'red wine': 0.10522185266017914, 'goblet': 0.09478680789470673, 'coffee mug': 0.09045741707086563}",cup,2.3
37,Mug,34.7,Image/All_Cropped\Mug\14.jpg,"{'pitcher': 0.34733128547668457, 'coffeepot': 0.16296830773353577, 'soap dispenser': 0.1098177582025528, 'coffee mug': 0.10965889692306519, 'cup': 0.10603862255811691}",pitcher,2.4
38,Mug,48.6,Image/All_Cropped\Mug\15.jpg,"{'coffee mug': 0.4863014221191406, 'pitcher': 0.14778803288936615, 'measuring cup': 0.11399608105421066, 'cup': 0.07058104127645493, 'water jug': 0.05557325854897499}",coffee mug,3.4
39,Mug,27.0,Image/All_Cropped\Mug\16.jpg,"{'measuring cup': 0.270183265209198, 'coffeepot': 0.19301433861255646, 'coffee mug': 0.15215256810188293, 'pitcher': 0.1369250863790512, 'cup': 0.0840858593583107}",measuring cup,1.9
40,Mug,23.4,Image/All_Cropped\Mug\2.jpeg,"{'cup': 0.23434486985206604, 'coffee mug': 0.13183872401714325, 'pitcher': 0.09878700971603394, 'ashcan': 0.09685680270195007, 'water jug': 0.07609761506319046}",cup,1.6
