,type,dir,prob,id_label,readable_label
99,Lighthouse,../Image/All_Cropped\Lighthouse\12.jpg,0.2161073088645935,02814860-n,"beacon, lighthouse, beacon light, pharos"
100,Lighthouse,../Image/All_Cropped\Lighthouse\13.jpg,0.22489163279533386,02814860-n,"beacon, lighthouse, beacon light, pharos"
101,Lighthouse,../Image/All_Cropped\Lighthouse\14.jpg,0.37668541073799133,02814860-n,"beacon, lighthouse, beacon light, pharos"
102,Lighthouse,../Image/All_Cropped\Lighthouse\15.jpg,0.11062274128198624,02814860-n,"beacon, lighthouse, beacon light, pharos"
103,Lighthouse,../Image/All_Cropped\Lighthouse\16.jpg,0.2583562433719635,02814860-n,"beacon, lighthouse, beacon light, pharos"
104,Lighthouse,../Image/All_Cropped\Lighthouse\2.jpg,0.6182531118392944,02814860-n,"beacon, lighthouse, beacon light, pharos"
105,Lighthouse,../Image/All_Cropped\Lighthouse\3.jpg,0.2089792788028717,02814860-n,"beacon, lighthouse, beacon light, pharos"
106,Lighthouse,../Image/All_Cropped\Lighthouse\4.jpg,0.30668842792510986,02814860-n,"beacon, lighthouse, beacon light, pharos"
107,Lighthouse,../Image/All_Cropped\Lighthouse\5.jpg,0.9084951281547546,02814860-n,"beacon, lighthouse, beacon light, pharos"
108,Lighthouse,../Image/All_Cropped\Lighthouse\6.jpg,0.47158077359199524,02814860-n,"beacon, lighthouse, beacon light, pharos"
109,Lighthouse,../Image/All_Cropped\Lighthouse\7.jpg,0.039628367871046066,02814860-n,"beacon, lighthouse, beacon light, pharos"
110,Lighthouse,../Image/All_Cropped\Lighthouse\8.jpg,0.15280716121196747,02814860-n,"beacon, lighthouse, beacon light, pharos"
111,Lighthouse,../Image/All_Cropped\Lighthouse\9.jpg,0.1372058391571045,02814860-n,"beacon, lighthouse, beacon light, pharos"
112,Church,../Image/All_Cropped\Church\1.jpg,0.012242606841027737,03028079-n,"church, church building"
113,Church,../Image/All_Cropped\Church\10.jpg,0.32153165340423584,03028079-n,"church, church building"
114,Church,../Image/All_Cropped\Church\11.jpg,0.0023421200457960367,03028079-n,"church, church building"
115,Church,../Image/All_Cropped\Church\12.jpg,0.16078126430511475,03028079-n,"church, church building"
116,Church,../Image/All_Cropped\Church\13.jpg,0.2488541156053543,03028079-n,"church, church building"
117,Church,../Image/All_Cropped\Church\14.jpg,0.012897294946014881,03028079-n,"church, church building"
118,Church,../Image/All_Cropped\Church\15.jpg,0.012069559656083584,03028079-n,"church, church building"
119,Church,../Image/All_Cropped\Church\16.jpg,0.03019881807267666,03028079-n,"church, church building"
120,Church,../Image/All_Cropped\Church\2.jpg,0.4903225004673004,03028079-n,"church, church building"
121,Church,../Image/All_Cropped\Church\3.jpg,0.05885442718863487,03028079-n,"church, church building"
122,Church,../Image/All_Cropped\Church\4.jpg,0.7276705503463745,03028079-n,"church, church building"
123,Church,../Image/All_Cropped\Church\5.jpg,0.40516284108161926,03028079-n,"church, church building"
124,Church,../Image/All_Cropped\Church\6.jpg,0.027058344334363937,03028079-n,"church, church building"
125,Church,../Image/All_Cropped\Church\7.jpg,0.3462732136249542,03028079-n,"church, church building"
126,Church,../Image/All_Cropped\Church\8.jpg,0.3220229148864746,03028079-n,"church, church building"
127,Church,../Image/All_Cropped\Church\9.jpg,0.19092869758605957,03028079-n,"church, church building"
