,type,dir,prob,id_label,readable_label
54,Banana,../Image/All_Cropped\Banana\15.jpg,0.00223912438377738,07753592-n,banana
55,Banana,../Image/All_Cropped\Banana\16.jpg,0.7037730813026428,07753592-n,banana
56,Banana,../Image/All_Cropped\Banana\2.jpg,0.008002533577382565,07753592-n,banana
57,Banana,../Image/All_Cropped\Banana\3.jpg,0.01593872345983982,07753592-n,banana
58,Banana,../Image/All_Cropped\Banana\4.jpg,0.6468952298164368,07753592-n,banana
59,Banana,../Image/All_Cropped\Banana\5.jpg,0.8369528651237488,07753592-n,banana
60,Banana,../Image/All_Cropped\Banana\6.jpg,0.9407662153244019,07753592-n,banana
61,Banana,../Image/All_Cropped\Banana\7.jpg,0.9989528656005859,07753592-n,banana
62,Banana,../Image/All_Cropped\Banana\8.jpg,0.9965001344680786,07753592-n,banana
63,Banana,../Image/All_Cropped\Banana\9.jpg,0.5788364410400391,07753592-n,banana
64,Car,../Image/All_Cropped\Car\1.jpg,0.09493934363126755,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
65,Car,../Image/All_Cropped\Car\10.jpg,0.06160406023263931,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
66,Car,../Image/All_Cropped\Car\11.jpg,0.10727471858263016,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
67,Car,../Image/All_Cropped\Car\12.jpg,0.5492812395095825,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
68,Car,../Image/All_Cropped\Car\13.jpg,0.03368530422449112,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
69,Car,../Image/All_Cropped\Car\14.jpg,0.26950645446777344,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
70,Car,../Image/All_Cropped\Car\15.jpg,0.058696065098047256,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
71,Car,../Image/All_Cropped\Car\16.jpg,0.0011301496997475624,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
72,Car,../Image/All_Cropped\Car\2.jpg,0.07600951194763184,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
73,Car,../Image/All_Cropped\Car\3.jpg,0.01850627176463604,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
74,Car,../Image/All_Cropped\Car\4.jpg,0.03652714192867279,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
75,Car,../Image/All_Cropped\Car\5.jpg,0.03059401363134384,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
76,Car,../Image/All_Cropped\Car\6.jpg,0.006454867776483297,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
77,Car,../Image/All_Cropped\Car\7.jpg,0.11400321125984192,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
78,Car,../Image/All_Cropped\Car\8.jpg,0.22065505385398865,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
79,Car,../Image/All_Cropped\Car\9.jpg,0.253616064786911,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
80,Plane,../Image/All_Cropped\Plane\1.jpg,0.9800199270248413,02690373-n,airliner
81,Plane,../Image/All_Cropped\Plane\10.jpg,0.8993147015571594,02690373-n,airliner
82,Plane,../Image/All_Cropped\Plane\11.jpg,0.02940964885056019,02690373-n,airliner
83,Plane,../Image/All_Cropped\Plane\12.jpg,0.022703446447849274,02690373-n,airliner
84,Plane,../Image/All_Cropped\Plane\13.jpg,0.04616972431540489,02690373-n,airliner
85,Plane,../Image/All_Cropped\Plane\14.jpg,0.002181784948334098,02690373-n,airliner
86,Plane,../Image/All_Cropped\Plane\15.jpg,0.00029642213485203683,02690373-n,airliner
87,Plane,../Image/All_Cropped\Plane\16.jpg,0.05778928101062775,02690373-n,airliner
88,Plane,../Image/All_Cropped\Plane\2.jpg,0.10309884697198868,02690373-n,airliner
89,Plane,../Image/All_Cropped\Plane\3.jpg,0.0003355038061272353,02690373-n,airliner
90,Plane,../Image/All_Cropped\Plane\4.jpg,0.029407238587737083,02690373-n,airliner
91,Plane,../Image/All_Cropped\Plane\5.jpg,0.48914340138435364,02690373-n,airliner
92,Plane,../Image/All_Cropped\Plane\6.jpg,0.7539211511611938,02690373-n,airliner
93,Plane,../Image/All_Cropped\Plane\7.jpg,0.49113112688064575,02690373-n,airliner
94,Plane,../Image/All_Cropped\Plane\8.jpg,0.000752749911043793,02690373-n,airliner
95,Plane,../Image/All_Cropped\Plane\9.jpg,0.9010869860649109,02690373-n,airliner
96,Lighthouse,../Image/All_Cropped\Lighthouse\1.jpg,0.6741496324539185,02814860-n,"beacon, lighthouse, beacon light, pharos"
97,Lighthouse,../Image/All_Cropped\Lighthouse\10.jpg,0.6525464653968811,02814860-n,"beacon, lighthouse, beacon light, pharos"
98,Lighthouse,../Image/All_Cropped\Lighthouse\11.jpg,0.7622341513633728,02814860-n,"beacon, lighthouse, beacon light, pharos"
99,Lighthouse,../Image/All_Cropped\Lighthouse\12.jpg,0.9158363938331604,02814860-n,"beacon, lighthouse, beacon light, pharos"
100,Lighthouse,../Image/All_Cropped\Lighthouse\13.jpg,0.010652560740709305,02814860-n,"beacon, lighthouse, beacon light, pharos"
101,Lighthouse,../Image/All_Cropped\Lighthouse\14.jpg,0.23476630449295044,02814860-n,"beacon, lighthouse, beacon light, pharos"
102,Lighthouse,../Image/All_Cropped\Lighthouse\15.jpg,0.4478091299533844,02814860-n,"beacon, lighthouse, beacon light, pharos"
103,Lighthouse,../Image/All_Cropped\Lighthouse\16.jpg,0.007615149952471256,02814860-n,"beacon, lighthouse, beacon light, pharos"
104,Lighthouse,../Image/All_Cropped\Lighthouse\2.jpg,0.8995286822319031,02814860-n,"beacon, lighthouse, beacon light, pharos"
105,Lighthouse,../Image/All_Cropped\Lighthouse\3.jpg,0.13917340338230133,02814860-n,"beacon, lighthouse, beacon light, pharos"
106,Lighthouse,../Image/All_Cropped\Lighthouse\4.jpg,0.9628740549087524,02814860-n,"beacon, lighthouse, beacon light, pharos"
107,Lighthouse,../Image/All_Cropped\Lighthouse\5.jpg,0.9973210692405701,02814860-n,"beacon, lighthouse, beacon light, pharos"
108,Lighthouse,../Image/All_Cropped\Lighthouse\6.jpg,0.9825124740600586,02814860-n,"beacon, lighthouse, beacon light, pharos"
109,Lighthouse,../Image/All_Cropped\Lighthouse\7.jpg,0.015407390892505646,02814860-n,"beacon, lighthouse, beacon light, pharos"
110,Lighthouse,../Image/All_Cropped\Lighthouse\8.jpg,0.005951788742095232,02814860-n,"beacon, lighthouse, beacon light, pharos"
111,Lighthouse,../Image/All_Cropped\Lighthouse\9.jpg,0.2839038372039795,02814860-n,"beacon, lighthouse, beacon light, pharos"
112,Church,../Image/All_Cropped\Church\1.jpg,0.029345128685235977,03028079-n,"church, church building"
113,Church,../Image/All_Cropped\Church\10.jpg,0.4258742928504944,03028079-n,"church, church building"
114,Church,../Image/All_Cropped\Church\11.jpg,0.038720209151506424,03028079-n,"church, church building"
115,Church,../Image/All_Cropped\Church\12.jpg,0.5692458748817444,03028079-n,"church, church building"
116,Church,../Image/All_Cropped\Church\13.jpg,0.24555298686027527,03028079-n,"church, church building"
117,Church,../Image/All_Cropped\Church\14.jpg,0.0019138138741254807,03028079-n,"church, church building"
118,Church,../Image/All_Cropped\Church\15.jpg,0.010998745448887348,03028079-n,"church, church building"
119,Church,../Image/All_Cropped\Church\16.jpg,0.04173019900918007,03028079-n,"church, church building"
120,Church,../Image/All_Cropped\Church\2.jpg,0.26866012811660767,03028079-n,"church, church building"
121,Church,../Image/All_Cropped\Church\3.jpg,0.14512400329113007,03028079-n,"church, church building"
122,Church,../Image/All_Cropped\Church\4.jpg,0.4841547906398773,03028079-n,"church, church building"
123,Church,../Image/All_Cropped\Church\5.jpg,0.44895896315574646,03028079-n,"church, church building"
124,Church,../Image/All_Cropped\Church\6.jpg,0.004072432406246662,03028079-n,"church, church building"
125,Church,../Image/All_Cropped\Church\7.jpg,0.38810834288597107,03028079-n,"church, church building"
126,Church,../Image/All_Cropped\Church\8.jpg,0.3715720772743225,03028079-n,"church, church building"
127,Church,../Image/All_Cropped\Church\9.jpg,0.3389698266983032,03028079-n,"church, church building"
