,type,dir,id_labels,readable_labels
104,Lighthouse,Image/All_Cropped\Lighthouse\3.jpg,"{'03781244-n': 0.16617058217525482, '02825657-n': 0.1573137789964676, '02814860-n': 0.14834250509738922, '02894605-n': 0.08110959082841873, '04347754-n': 0.07504294067621231, '02980441-n': 0.057661619037389755, '03877845-n': 0.05306989327073097, '03388043-n': 0.03393876180052757, '03028079-n': 0.03221763297915459, '03788195-n': 0.028649214655160904}","{'monastery': 0.16617058217525482, 'bell cote': 0.1573137789964676, 'beacon': 0.14834250509738922, 'breakwater': 0.08110959082841873, 'submarine': 0.07504294067621231, 'castle': 0.057661619037389755, 'palace': 0.05306989327073097, 'fountain': 0.03393876180052757, 'church': 0.03221763297915459, 'mosque': 0.028649214655160904}"
105,Lighthouse,Image/All_Cropped\Lighthouse\4.jpg,"{'04562935-n': 0.6144548058509827, '02814860-n': 0.3261944651603699, '03788195-n': 0.050691600888967514, '03903868-n': 0.001836114446632564, '03065424-n': 0.0016172700561583042, '03388043-n': 0.000910985458176583, '03220513-n': 0.0008839154033921659, '02825657-n': 0.00033542088931426406, '03877845-n': 0.00025187883875332773, '03933933-n': 0.0001795491698430851}","{'water tower': 0.6144548058509827, 'beacon': 0.3261944651603699, 'mosque': 0.050691600888967514, 'pedestal': 0.001836114446632564, 'coil': 0.0016172700561583042, 'fountain': 0.000910985458176583, 'dome': 0.0008839154033921659, 'bell cote': 0.00033542088931426406, 'palace': 0.00025187883875332773, 'pier': 0.0001795491698430851}"
106,Lighthouse,Image/All_Cropped\Lighthouse\5.jpg,"{'02814860-n': 0.9987412095069885, '02894605-n': 0.0010530841536819935, '03773504-n': 0.0001039477574522607, '04008634-n': 8.418058860115707e-05, '03028079-n': 4.499543592828559e-06, '02823428-n': 2.793726253003115e-06, '04557648-n': 2.079739488181076e-06, '02825657-n': 1.8386730289421394e-06, '04562935-n': 1.4669500387753942e-06, '04591713-n': 9.753447329785558e-07}","{'beacon': 0.9987412095069885, 'breakwater': 0.0010530841536819935, 'missile': 0.0001039477574522607, 'projectile': 8.418058860115707e-05, 'church': 4.499543592828559e-06, 'beer bottle': 2.793726253003115e-06, 'water bottle': 2.079739488181076e-06, 'bell cote': 1.8386730289421394e-06, 'water tower': 1.4669500387753942e-06, 'wine bottle': 9.753447329785558e-07}"
107,Lighthouse,Image/All_Cropped\Lighthouse\6.jpg,"{'02814860-n': 0.9323084950447083, '09399592-n': 0.011307408101856709, '03788195-n': 0.010163122788071632, '04372370-n': 0.005305556580424309, '04153751-n': 0.004916684236377478, '02894605-n': 0.004306822549551725, '03903868-n': 0.0035903574898838997, '02950826-n': 0.0027864037547260523, '02980441-n': 0.0025971694849431515, '03388043-n': 0.002418248215690255}","{'beacon': 0.9323084950447083, 'promontory': 0.011307408101856709, 'mosque': 0.010163122788071632, 'switch': 0.005305556580424309, 'screw': 0.004916684236377478, 'breakwater': 0.004306822549551725, 'pedestal': 0.0035903574898838997, 'cannon': 0.0027864037547260523, 'castle': 0.0025971694849431515, 'fountain': 0.002418248215690255}"
108,Lighthouse,Image/All_Cropped\Lighthouse\7.jpg,"{'04311004-n': 0.10428030788898468, '02859443-n': 0.056822557002305984, '09399592-n': 0.05611526593565941, '03933933-n': 0.047159068286418915, '09332890-n': 0.044880542904138565, '03160309-n': 0.038983799517154694, '03782006-n': 0.032576579600572586, '02951358-n': 0.028113702312111855, '03457902-n': 0.025808651000261307, '09428293-n': 0.02197224460542202}","{'steel arch bridge': 0.10428030788898468, 'boathouse': 0.056822557002305984, 'promontory': 0.05611526593565941, 'pier': 0.047159068286418915, 'lakeside': 0.044880542904138565, 'dam': 0.038983799517154694, 'monitor': 0.032576579600572586, 'canoe': 0.028113702312111855, 'greenhouse': 0.025808651000261307, 'seashore': 0.02197224460542202}"
109,Lighthouse,Image/All_Cropped\Lighthouse\8.jpg,"{'04606251-n': 0.37068620324134827, '03344393-n': 0.08040011674165726, '03216828-n': 0.06670331954956055, '02894605-n': 0.06249063089489937, '03240683-n': 0.047311052680015564, '03874293-n': 0.04351799190044403, '04311004-n': 0.041014689952135086, '03662601-n': 0.03709463030099869, '02859443-n': 0.035781461745500565, '03933933-n': 0.035512525588274}","{'wreck': 0.37068620324134827, 'fireboat': 0.08040011674165726, 'dock': 0.06670331954956055, 'breakwater': 0.06249063089489937, 'drilling platform': 0.047311052680015564, 'paddlewheel': 0.04351799190044403, 'steel arch bridge': 0.041014689952135086, 'lifeboat': 0.03709463030099869, 'boathouse': 0.035781461745500565, 'pier': 0.035512525588274}"
110,Lighthouse,Image/All_Cropped\Lighthouse\9.jpg,"{'02814860-n': 0.2852068245410919, '03903868-n': 0.08978693932294846, '03773504-n': 0.07701388746500015, '04008634-n': 0.04417767748236656, '03017168-n': 0.027089839801192284, '02859443-n': 0.023451849818229675, '03764736-n': 0.020633012056350708, '02825657-n': 0.01861484721302986, '04049303-n': 0.01838492788374424, '03976657-n': 0.01786578632891178}","{'beacon': 0.2852068245410919, 'pedestal': 0.08978693932294846, 'missile': 0.07701388746500015, 'projectile': 0.04417767748236656, 'chime': 0.027089839801192284, 'boathouse': 0.023451849818229675, 'milk can': 0.020633012056350708, 'bell cote': 0.01861484721302986, 'rain barrel': 0.01838492788374424, 'pole': 0.01786578632891178}"
111,Church,Image/All_Cropped\Church\1.jpg,"{'03457902-n': 0.6270440816879272, '02793495-n': 0.11615698784589767, '03220513-n': 0.091849185526371, '02859443-n': 0.06557739526033401, '03028079-n': 0.0335426889359951, '04613696-n': 0.020131345838308334, '03930313-n': 0.00820179283618927, '02825657-n': 0.005473866127431393, '04417672-n': 0.00460425578057766, '03956157-n': 0.0035356672015041113}","{'greenhouse': 0.6270440816879272, 'barn': 0.11615698784589767, 'dome': 0.091849185526371, 'boathouse': 0.06557739526033401, 'church': 0.0335426889359951, 'yurt': 0.020131345838308334, 'picket fence': 0.00820179283618927, 'bell cote': 0.005473866127431393, 'thatch': 0.00460425578057766, 'planetarium': 0.0035356672015041113}"
112,Church,Image/All_Cropped\Church\10.jpg,"{'03028079-n': 0.5635566115379333, '02825657-n': 0.2933356463909149, '03220513-n': 0.042636413127183914, '03781244-n': 0.037120215594768524, '03877845-n': 0.03068620152771473, '02980441-n': 0.01088621374219656, '03837869-n': 0.004654517397284508, '03788195-n': 0.0041300770826637745, '03447447-n': 0.002939312718808651, '04562935-n': 0.0022518723271787167}","{'church': 0.5635566115379333, 'bell cote': 0.2933356463909149, 'dome': 0.042636413127183914, 'monastery': 0.037120215594768524, 'palace': 0.03068620152771473, 'castle': 0.01088621374219656, 'obelisk': 0.004654517397284508, 'mosque': 0.0041300770826637745, 'gondola': 0.002939312718808651, 'water tower': 0.0022518723271787167}"
113,Church,Image/All_Cropped\Church\11.jpg,"{'04005630-n': 0.18728792667388916, '02793495-n': 0.11047469824552536, '04562935-n': 0.08464494347572327, '03032252-n': 0.07898885011672974, '03028079-n': 0.05807334557175636, '03781244-n': 0.036376357078552246, '04258138-n': 0.030126672238111496, '02825657-n': 0.02992415986955166, '04486054-n': 0.025174755603075027, '04523525-n': 0.02107253298163414}","{'prison': 0.18728792667388916, 'barn': 0.11047469824552536, 'water tower': 0.08464494347572327, 'cinema': 0.07898885011672974, 'church': 0.05807334557175636, 'monastery': 0.036376357078552246, 'solar dish': 0.030126672238111496, 'bell cote': 0.02992415986955166, 'triumphal arch': 0.025174755603075027, 'vault': 0.02107253298163414}"
114,Church,Image/All_Cropped\Church\12.jpg,"{'03220513-n': 0.7170534133911133, '03028079-n': 0.21633952856063843, '03788195-n': 0.05538315325975418, '03781244-n': 0.009571025148034096, '04523525-n': 0.00046535235014744103, '03877845-n': 0.00043783982982859015, '03017168-n': 0.00028868604567833245, '03388043-n': 0.00014270702376961708, '02825657-n': 0.00011240025196457282, '02699494-n': 6.81787496432662e-05}","{'dome': 0.7170534133911133, 'church': 0.21633952856063843, 'mosque': 0.05538315325975418, 'monastery': 0.009571025148034096, 'vault': 0.00046535235014744103, 'palace': 0.00043783982982859015, 'chime': 0.00028868604567833245, 'fountain': 0.00014270702376961708, 'bell cote': 0.00011240025196457282, 'altar': 6.81787496432662e-05}"
115,Church,Image/All_Cropped\Church\13.jpg,"{'03781244-n': 0.6265154480934143, '03028079-n': 0.15030963718891144, '02825657-n': 0.06081908941268921, '02980441-n': 0.057078804820775986, '02793495-n': 0.04173785075545311, '02814860-n': 0.01994604431092739, '02859443-n': 0.015745053067803383, '03877845-n': 0.00620077271014452, '04005630-n': 0.004274236969649792, '04604644-n': 0.0032144710421562195}","{'monastery': 0.6265154480934143, 'church': 0.15030963718891144, 'bell cote': 0.06081908941268921, 'castle': 0.057078804820775986, 'barn': 0.04173785075545311, 'beacon': 0.01994604431092739, 'boathouse': 0.015745053067803383, 'palace': 0.00620077271014452, 'prison': 0.004274236969649792, 'worm fence': 0.0032144710421562195}"
116,Church,Image/All_Cropped\Church\14.jpg,"{'03877845-n': 0.824624240398407, '03447447-n': 0.03173340857028961, '04486054-n': 0.023056136444211006, '02825657-n': 0.012471764348447323, '02980441-n': 0.011721614748239517, '03028079-n': 0.010789666324853897, '04335435-n': 0.009688585996627808, '03788195-n': 0.00840024370700121, '03032252-n': 0.006087827496230602, '03781244-n': 0.005303851794451475}","{'palace': 0.824624240398407, 'gondola': 0.03173340857028961, 'triumphal arch': 0.023056136444211006, 'bell cote': 0.012471764348447323, 'castle': 0.011721614748239517, 'church': 0.010789666324853897, 'streetcar': 0.009688585996627808, 'mosque': 0.00840024370700121, 'cinema': 0.006087827496230602, 'monastery': 0.005303851794451475}"
117,Church,Image/All_Cropped\Church\15.jpg,"{'03903868-n': 0.3100145161151886, '04604644-n': 0.11256157606840134, '04346328-n': 0.08851023763418198, '03478589-n': 0.0483967624604702, '02892201-n': 0.041651561856269836, '03220513-n': 0.03812256082892418, '02727426-n': 0.028672242537140846, '02704792-n': 0.026991894468665123, '02950826-n': 0.02169645018875599, '02814860-n': 0.019689688459038734}","{'pedestal': 0.3100145161151886, 'worm fence': 0.11256157606840134, 'stupa': 0.08851023763418198, 'half track': 0.0483967624604702, 'brass': 0.041651561856269836, 'dome': 0.03812256082892418, 'apiary': 0.028672242537140846, 'amphibian': 0.026991894468665123, 'cannon': 0.02169645018875599, 'beacon': 0.019689688459038734}"
118,Church,Image/All_Cropped\Church\16.jpg,"{'03781244-n': 0.28172388672828674, '03877845-n': 0.25144392251968384, '02825657-n': 0.12296061217784882, '04486054-n': 0.08256342262029648, '03028079-n': 0.05886315926909447, '02980441-n': 0.036054737865924835, '04532670-n': 0.028324663639068604, '04311004-n': 0.027774354442954063, '03933933-n': 0.013286471366882324, '03661043-n': 0.013200940564274788}","{'monastery': 0.28172388672828674, 'palace': 0.25144392251968384, 'bell cote': 0.12296061217784882, 'triumphal arch': 0.08256342262029648, 'church': 0.05886315926909447, 'castle': 0.036054737865924835, 'viaduct': 0.028324663639068604, 'steel arch bridge': 0.027774354442954063, 'pier': 0.013286471366882324, 'library': 0.013200940564274788}"
119,Church,Image/All_Cropped\Church\2.jpg,"{'03028079-n': 0.3632948398590088, '03781244-n': 0.3382168710231781, '02980441-n': 0.1838584691286087, '02825657-n': 0.10027702897787094, '03877845-n': 0.002224672818556428, '02814860-n': 0.0021142049226909876, '09193705-n': 0.001915236352942884, '04346328-n': 0.0013771611265838146, '03733131-n': 0.0009983330965042114, '04486054-n': 0.0008393260650336742}","{'church': 0.3632948398590088, 'monastery': 0.3382168710231781, 'castle': 0.1838584691286087, 'bell cote': 0.10027702897787094, 'palace': 0.002224672818556428, 'beacon': 0.0021142049226909876, 'alp': 0.001915236352942884, 'stupa': 0.0013771611265838146, 'maypole': 0.0009983330965042114, 'triumphal arch': 0.0008393260650336742}"
120,Church,Image/All_Cropped\Church\3.jpg,"{'03781244-n': 0.3866584897041321, '02825657-n': 0.3295559287071228, '02814860-n': 0.05901162698864937, '03877845-n': 0.041519150137901306, '03028079-n': 0.03228876739740372, '03788195-n': 0.017622463405132294, '02980441-n': 0.015271725133061409, '03160309-n': 0.009860636666417122, '03032252-n': 0.00900589395314455, '03220513-n': 0.0077897305600345135}","{'monastery': 0.3866584897041321, 'bell cote': 0.3295559287071228, 'beacon': 0.05901162698864937, 'palace': 0.041519150137901306, 'church': 0.03228876739740372, 'mosque': 0.017622463405132294, 'castle': 0.015271725133061409, 'dam': 0.009860636666417122, 'cinema': 0.00900589395314455, 'dome': 0.0077897305600345135}"
121,Church,Image/All_Cropped\Church\4.jpg,"{'03028079-n': 0.7434406280517578, '02825657-n': 0.10457516461610794, '02814860-n': 0.04277642071247101, '03781244-n': 0.03084036335349083, '03773504-n': 0.01857386901974678, '04008634-n': 0.012007927522063255, '02859443-n': 0.009402299299836159, '02980441-n': 0.005294445902109146, '04346328-n': 0.004753964487463236, '03877845-n': 0.002245716517791152}","{'church': 0.7434406280517578, 'bell cote': 0.10457516461610794, 'beacon': 0.04277642071247101, 'monastery': 0.03084036335349083, 'missile': 0.01857386901974678, 'projectile': 0.012007927522063255, 'boathouse': 0.009402299299836159, 'castle': 0.005294445902109146, 'stupa': 0.004753964487463236, 'palace': 0.002245716517791152}"
122,Church,Image/All_Cropped\Church\5.jpg,"{'03028079-n': 0.8215102553367615, '02825657-n': 0.07952322065830231, '03781244-n': 0.0629471093416214, '02980441-n': 0.023112226277589798, '03877845-n': 0.0037077837623655796, '02814860-n': 0.0012680704239755869, '03220513-n': 0.0009552090778015554, '02843684-n': 0.000934980867896229, '03788195-n': 0.0006758728413842618, '04523525-n': 0.0006122387130744755}","{'church': 0.8215102553367615, 'bell cote': 0.07952322065830231, 'monastery': 0.0629471093416214, 'castle': 0.023112226277589798, 'palace': 0.0037077837623655796, 'beacon': 0.0012680704239755869, 'dome': 0.0009552090778015554, 'birdhouse': 0.000934980867896229, 'mosque': 0.0006758728413842618, 'vault': 0.0006122387130744755}"
123,Church,Image/All_Cropped\Church\6.jpg,"{'02793495-n': 0.9915186762809753, '02859443-n': 0.004042753949761391, '03028079-n': 0.0018233939772471786, '04258138-n': 0.0005314172594808042, '02825657-n': 0.0004871929413639009, '03776460-n': 0.00048418916412629187, '04435653-n': 0.00027006378513760865, '02814860-n': 0.00018603318312671036, '03457902-n': 0.00011054945935029536, '04005630-n': 9.948127262759954e-05}","{'barn': 0.9915186762809753, 'boathouse': 0.004042753949761391, 'church': 0.0018233939772471786, 'solar dish': 0.0005314172594808042, 'bell cote': 0.0004871929413639009, 'mobile home': 0.00048418916412629187, 'tile roof': 0.00027006378513760865, 'beacon': 0.00018603318312671036, 'greenhouse': 0.00011054945935029536, 'prison': 9.948127262759954e-05}"
124,Church,Image/All_Cropped\Church\7.jpg,"{'03028079-n': 0.38567203283309937, '03781244-n': 0.33345508575439453, '02825657-n': 0.14495815336704254, '02814860-n': 0.09623309224843979, '03220513-n': 0.010201506316661835, '03788195-n': 0.007401502691209316, '03877845-n': 0.007340829819440842, '03661043-n': 0.0022526124957948923, '02980441-n': 0.0021131590474396944, '02859443-n': 0.0017571643693372607}","{'church': 0.38567203283309937, 'monastery': 0.33345508575439453, 'bell cote': 0.14495815336704254, 'beacon': 0.09623309224843979, 'dome': 0.010201506316661835, 'mosque': 0.007401502691209316, 'palace': 0.007340829819440842, 'library': 0.0022526124957948923, 'castle': 0.0021131590474396944, 'boathouse': 0.0017571643693372607}"
125,Church,Image/All_Cropped\Church\8.jpg,"{'03028079-n': 0.4912656247615814, '02793495-n': 0.2514725625514984, '03930313-n': 0.1232980266213417, '02859443-n': 0.040661584585905075, '04311004-n': 0.010300880298018456, '04258138-n': 0.008324185386300087, '02843684-n': 0.007737469393759966, '03933933-n': 0.004857936874032021, '04590129-n': 0.003853824222460389, '02825657-n': 0.0028909994289278984}","{'church': 0.4912656247615814, 'barn': 0.2514725625514984, 'picket fence': 0.1232980266213417, 'boathouse': 0.040661584585905075, 'steel arch bridge': 0.010300880298018456, 'solar dish': 0.008324185386300087, 'birdhouse': 0.007737469393759966, 'pier': 0.004857936874032021, 'window shade': 0.003853824222460389, 'bell cote': 0.0028909994289278984}"
126,Church,Image/All_Cropped\Church\9.jpg,"{'03028079-n': 0.3661397695541382, '03877845-n': 0.15209563076496124, '02980441-n': 0.14091479778289795, '03220513-n': 0.10677114874124527, '02699494-n': 0.10478581488132477, '03781244-n': 0.030839014798402786, '03903868-n': 0.019091270864009857, '02825657-n': 0.01594143733382225, '03788195-n': 0.013775523751974106, '04523525-n': 0.011865598149597645}","{'church': 0.3661397695541382, 'palace': 0.15209563076496124, 'castle': 0.14091479778289795, 'dome': 0.10677114874124527, 'altar': 0.10478581488132477, 'monastery': 0.030839014798402786, 'pedestal': 0.019091270864009857, 'bell cote': 0.01594143733382225, 'mosque': 0.013775523751974106, 'vault': 0.011865598149597645}"
