,type,dir,prob,id_label,readable_label
72,Car,../Image/All_Cropped\Car\2.jpg,0.1127714142203331,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
73,Car,../Image/All_Cropped\Car\3.jpg,0.03812994807958603,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
74,Car,../Image/All_Cropped\Car\4.jpg,0.01083887554705143,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
75,Car,../Image/All_Cropped\Car\5.jpg,0.10684455186128616,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
76,Car,../Image/All_Cropped\Car\6.jpg,0.00843224860727787,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
77,Car,../Image/All_Cropped\Car\7.jpg,0.11206506937742233,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
78,Car,../Image/All_Cropped\Car\8.jpg,0.17039266228675842,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
79,Car,../Image/All_Cropped\Car\9.jpg,0.40030157566070557,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
80,Plane,../Image/All_Cropped\Plane\1.jpg,0.9592429995536804,02690373-n,airliner
81,Plane,../Image/All_Cropped\Plane\10.jpg,0.9785115122795105,02690373-n,airliner
82,Plane,../Image/All_Cropped\Plane\11.jpg,0.6425960063934326,02690373-n,airliner
83,Plane,../Image/All_Cropped\Plane\12.jpg,0.2403966337442398,02690373-n,airliner
84,Plane,../Image/All_Cropped\Plane\13.jpg,0.14094972610473633,02690373-n,airliner
85,Plane,../Image/All_Cropped\Plane\14.jpg,0.002389541594311595,02690373-n,airliner
86,Plane,../Image/All_Cropped\Plane\15.jpg,0.0003563422942534089,02690373-n,airliner
87,Plane,../Image/All_Cropped\Plane\16.jpg,0.1362149864435196,02690373-n,airliner
88,Plane,../Image/All_Cropped\Plane\2.jpg,0.6943495869636536,02690373-n,airliner
89,Plane,../Image/All_Cropped\Plane\3.jpg,0.003008051309734583,02690373-n,airliner
90,Plane,../Image/All_Cropped\Plane\4.jpg,0.08589077740907669,02690373-n,airliner
91,Plane,../Image/All_Cropped\Plane\5.jpg,0.5541203618049622,02690373-n,airliner
92,Plane,../Image/All_Cropped\Plane\6.jpg,0.19751203060150146,02690373-n,airliner
93,Plane,../Image/All_Cropped\Plane\7.jpg,0.8381718397140503,02690373-n,airliner
94,Plane,../Image/All_Cropped\Plane\8.jpg,0.033152446150779724,02690373-n,airliner
95,Plane,../Image/All_Cropped\Plane\9.jpg,0.8285405039787292,02690373-n,airliner
96,Lighthouse,../Image/All_Cropped\Lighthouse\1.jpg,0.9788176417350769,02814860-n,"beacon, lighthouse, beacon light, pharos"
97,Lighthouse,../Image/All_Cropped\Lighthouse\10.jpg,0.8895012736320496,02814860-n,"beacon, lighthouse, beacon light, pharos"
98,Lighthouse,../Image/All_Cropped\Lighthouse\11.jpg,0.9762085676193237,02814860-n,"beacon, lighthouse, beacon light, pharos"
99,Lighthouse,../Image/All_Cropped\Lighthouse\12.jpg,0.5103374123573303,02814860-n,"beacon, lighthouse, beacon light, pharos"
100,Lighthouse,../Image/All_Cropped\Lighthouse\13.jpg,0.7631182074546814,02814860-n,"beacon, lighthouse, beacon light, pharos"
101,Lighthouse,../Image/All_Cropped\Lighthouse\14.jpg,0.3597436845302582,02814860-n,"beacon, lighthouse, beacon light, pharos"
102,Lighthouse,../Image/All_Cropped\Lighthouse\15.jpg,0.5970438122749329,02814860-n,"beacon, lighthouse, beacon light, pharos"
103,Lighthouse,../Image/All_Cropped\Lighthouse\16.jpg,0.06464211642742157,02814860-n,"beacon, lighthouse, beacon light, pharos"
104,Lighthouse,../Image/All_Cropped\Lighthouse\2.jpg,0.683592677116394,02814860-n,"beacon, lighthouse, beacon light, pharos"
105,Lighthouse,../Image/All_Cropped\Lighthouse\3.jpg,0.48419278860092163,02814860-n,"beacon, lighthouse, beacon light, pharos"
106,Lighthouse,../Image/All_Cropped\Lighthouse\4.jpg,0.9673541784286499,02814860-n,"beacon, lighthouse, beacon light, pharos"
107,Lighthouse,../Image/All_Cropped\Lighthouse\5.jpg,0.999691367149353,02814860-n,"beacon, lighthouse, beacon light, pharos"
108,Lighthouse,../Image/All_Cropped\Lighthouse\6.jpg,0.8942961692810059,02814860-n,"beacon, lighthouse, beacon light, pharos"
109,Lighthouse,../Image/All_Cropped\Lighthouse\7.jpg,0.4423571527004242,02814860-n,"beacon, lighthouse, beacon light, pharos"
110,Lighthouse,../Image/All_Cropped\Lighthouse\8.jpg,0.1534191220998764,02814860-n,"beacon, lighthouse, beacon light, pharos"
111,Lighthouse,../Image/All_Cropped\Lighthouse\9.jpg,0.7166114449501038,02814860-n,"beacon, lighthouse, beacon light, pharos"
112,Church,../Image/All_Cropped\Church\1.jpg,0.04126502200961113,03028079-n,"church, church building"
113,Church,../Image/All_Cropped\Church\10.jpg,0.24712853133678436,03028079-n,"church, church building"
114,Church,../Image/All_Cropped\Church\11.jpg,0.0035729920491576195,03028079-n,"church, church building"
115,Church,../Image/All_Cropped\Church\12.jpg,0.2171505093574524,03028079-n,"church, church building"
116,Church,../Image/All_Cropped\Church\13.jpg,0.22654078900814056,03028079-n,"church, church building"
117,Church,../Image/All_Cropped\Church\14.jpg,0.09485349804162979,03028079-n,"church, church building"
118,Church,../Image/All_Cropped\Church\15.jpg,0.11151453107595444,03028079-n,"church, church building"
119,Church,../Image/All_Cropped\Church\16.jpg,0.0828947201371193,03028079-n,"church, church building"
120,Church,../Image/All_Cropped\Church\2.jpg,0.30112969875335693,03028079-n,"church, church building"
121,Church,../Image/All_Cropped\Church\3.jpg,0.12386712431907654,03028079-n,"church, church building"
122,Church,../Image/All_Cropped\Church\4.jpg,0.43961626291275024,03028079-n,"church, church building"
123,Church,../Image/All_Cropped\Church\5.jpg,0.4907413423061371,03028079-n,"church, church building"
124,Church,../Image/All_Cropped\Church\6.jpg,0.03191797062754631,03028079-n,"church, church building"
125,Church,../Image/All_Cropped\Church\7.jpg,0.15323884785175323,03028079-n,"church, church building"
126,Church,../Image/All_Cropped\Church\8.jpg,0.4047333896160126,03028079-n,"church, church building"
127,Church,../Image/All_Cropped\Church\9.jpg,0.44589120149612427,03028079-n,"church, church building"
